ex_number,variant,timeSpent_activity,week,n_attempts,userId,coding,midterm,final,grade_out_of_100,grade_out_of_6,timeSpent_quiz,timeSpent_quiz_s
0.0,0.0,0.0833470092666666,1.0,3.0,0.0,85.0,50.0,64.0,64.6,4.5,19.59463948333333,1.4721198706299803
1.0,1.0,9.0777602295,2.0,4.0,0.0,85.0,50.0,64.0,64.6,4.5,3.60550045,-0.5193909665543215
2.0,0.0,1.8655855957,2.0,6.0,0.0,85.0,50.0,64.0,64.6,4.5,6.842076433333333,-0.11626255965629162
3.0,1.0,11.45931732585,3.0,3.0,0.0,85.0,50.0,64.0,64.6,4.5,3.6934976833333337,-0.5084305612779509
4.0,0.0,25.666400935866665,4.0,1.0,0.0,85.0,50.0,64.0,64.6,4.5,0.6168534333333333,-0.8916388349230897
5.0,1.0,9.497540877283337,4.0,4.0,0.0,85.0,50.0,64.0,64.6,4.5,6.022054916666666,-0.2183994998480938
6.0,0.0,0.6325159830666667,5.0,10.0,0.0,85.0,50.0,64.0,64.6,4.5,46.9796487,4.8830316475359545
7.0,1.0,13.980935847983334,8.0,1.0,0.0,85.0,50.0,64.0,64.6,4.5,18.014932933333338,1.2753611391349706
8.0,0.0,36.09489918213333,8.0,5.0,0.0,85.0,50.0,64.0,64.6,4.5,10.2269551,0.30533753608165154
9.0,1.0,24.170244645183335,9.0,1.0,0.0,85.0,50.0,64.0,64.6,4.5,1.8186262666666664,-0.7419532504505614
10.0,0.0,8.87702742105,10.0,2.0,0.0,85.0,50.0,64.0,64.6,4.5,3.885812516666667,-0.4844769841693791
11.0,1.0,7.0402990966833325,10.0,2.0,0.0,85.0,50.0,64.0,64.6,4.5,2.786274,-0.6214288780317163
12.0,1.0,23.611676859533336,11.0,16.0,0.0,85.0,50.0,64.0,64.6,4.5,40.978590133333334,4.135575943687288
13.0,0.0,30.7701931722,11.0,8.0,0.0,85.0,50.0,64.0,64.6,4.5,18.27838785,1.3081754964657397
0.0,0.0,0.0833657063666666,1.0,7.0,1.0,100.0,86.0,94.0,94.0,6.0,13.680126266666669,0.7354437342160326
1.0,1.0,56.354239794916666,2.0,2.0,1.0,100.0,86.0,94.0,94.0,6.0,3.5740178166666667,-0.5233122537065392
2.0,0.0,0.7130096150833333,2.0,1.0,1.0,100.0,86.0,94.0,94.0,6.0,2.0256797166666667,-0.7161639200374758
3.0,1.0,33.17383075358333,3.0,1.0,1.0,100.0,86.0,94.0,94.0,6.0,2.4948359666666664,-0.657728643800281
14.0,0.0,2.17811306965,3.0,5.0,1.0,100.0,86.0,94.0,94.0,6.0,7.326892516666666,-0.05587678891612102
4.0,0.0,0.1540555094333333,4.0,3.0,1.0,100.0,86.0,94.0,94.0,6.0,4.1567626833333335,-0.4507290636510429
5.0,1.0,20.6075904541,4.0,3.0,1.0,100.0,86.0,94.0,94.0,6.0,5.8591328,-0.23869209723449775
6.0,0.0,1.9869520385666664,5.0,5.0,1.0,100.0,86.0,94.0,94.0,6.0,7.469435649999999,-0.03812247492787373
15.0,1.0,31.89362508545,5.0,1.0,1.0,100.0,86.0,94.0,94.0,6.0,8.666869499999999,0.11102267191929648
16.0,1.0,22.02606657715,6.0,1.0,1.0,100.0,86.0,94.0,94.0,6.0,3.7937498,-0.49594376155871
17.0,0.0,0.5175432454333333,6.0,1.0,1.0,100.0,86.0,94.0,94.0,6.0,4.753568816666667,-0.3763944869265818
18.0,1.0,29.820555830883333,7.0,1.0,1.0,100.0,86.0,94.0,94.0,6.0,0.50622495,-0.9054180523656481
19.0,0.0,3.2923555460666667,7.0,7.0,1.0,100.0,86.0,94.0,94.0,6.0,7.239143216666666,-0.06680631311007657
8.0,0.0,0.7947653686499999,8.0,1.0,1.0,100.0,86.0,94.0,94.0,6.0,4.0550575166666665,-0.46339684652490776
7.0,1.0,16.14339463705,8.0,1.0,1.0,100.0,86.0,94.0,94.0,6.0,4.4303447,-0.41665333575133895
9.0,1.0,13.864552152516666,9.0,1.0,1.0,100.0,86.0,94.0,94.0,6.0,1.9491045833333336,-0.7257016573461726
20.0,0.0,0.6063352620333333,9.0,1.0,1.0,100.0,86.0,94.0,94.0,6.0,3.033505583333333,-0.59063520136932
10.0,0.0,1.0418404052666663,10.0,2.0,1.0,100.0,86.0,94.0,94.0,6.0,3.27318645,-0.5607819964883514
11.0,1.0,13.5342421997,10.0,2.0,1.0,100.0,86.0,94.0,94.0,6.0,1.7017480333333337,-0.7565108991037524
12.0,1.0,10.105304471833334,11.0,2.0,1.0,100.0,86.0,94.0,94.0,6.0,3.0705438166666665,-0.5860219421488129
13.0,0.0,0.5354500122166667,11.0,2.0,1.0,100.0,86.0,94.0,94.0,6.0,8.020779933333333,0.03054964762912426
21.0,0.0,1.5219565307666667,1.0,1.0,2.0,65.0,73.0,66.0,70.5,4.75,0.7968033333333333,-0.8692253594224317
0.0,1.0,9.834707975266667,1.0,3.0,2.0,65.0,73.0,66.0,70.5,4.75,4.393719183333333,-0.4212151894701089
2.0,1.0,6.371421431466667,2.0,3.0,2.0,65.0,73.0,66.0,70.5,4.75,6.882459783333333,-0.1112326528552348
5.0,0.0,0.6534388387166667,4.0,4.0,2.0,65.0,73.0,66.0,70.5,4.75,6.489488533333333,-0.160178784441515
4.0,1.0,12.93607928875,4.0,1.0,2.0,65.0,73.0,66.0,70.5,4.75,1.2239477666666665,-0.8160228219841831
15.0,0.0,2.3243312093166666,5.0,3.0,2.0,65.0,73.0,66.0,70.5,4.75,9.019699916666667,0.15496910311956572
6.0,1.0,15.777182763666667,5.0,3.0,2.0,65.0,73.0,66.0,70.5,4.75,8.027174016666667,0.03134605613027282
17.0,1.0,6.3402494059166665,6.0,2.0,2.0,65.0,73.0,66.0,70.5,4.75,7.1813882,-0.07399993006178604
18.0,0.0,0.7302916097,7.0,7.0,2.0,65.0,73.0,66.0,70.5,4.75,13.262514266666669,0.6834284992490735
19.0,1.0,6.28888956705,7.0,1.0,2.0,65.0,73.0,66.0,70.5,4.75,0.1642128666666666,-0.9480170171370688
8.0,1.0,8.834103535983333,8.0,2.0,2.0,65.0,73.0,66.0,70.5,4.75,2.758921183333334,-0.6248357800985266
9.0,0.0,0.78044036865,9.0,3.0,2.0,65.0,73.0,66.0,70.5,4.75,3.3634177333333333,-0.5495433314022102
20.0,1.0,6.932735099283334,9.0,1.0,2.0,65.0,73.0,66.0,70.5,4.75,0.3652198333333333,-0.9229808002631226
11.0,0.0,0.7846981323333334,10.0,1.0,2.0,65.0,73.0,66.0,70.5,4.75,1.121637166666667,-0.8287660139868327
10.0,1.0,7.458225154616667,10.0,4.0,2.0,65.0,73.0,66.0,70.5,4.75,6.738280133333333,-0.12919080150087697
0.0,0.0,2.3712976725166666,1.0,1.0,3.0,100.0,60.0,53.0,64.5,4.5,1.8883441,-0.733269617120531
21.0,1.0,14.690937357583334,1.0,3.0,3.0,100.0,60.0,53.0,64.5,4.5,1.445764,-0.788394728212167
1.0,1.0,36.10158018391667,2.0,4.0,3.0,100.0,60.0,53.0,64.5,4.5,11.3601061,0.44647599838169244
2.0,0.0,0.1069918701166666,2.0,3.0,3.0,100.0,60.0,53.0,64.5,4.5,14.79167815,0.87389194066017
14.0,0.0,1.826349609366667,3.0,9.0,3.0,100.0,60.0,53.0,64.5,4.5,23.809979933333334,1.9971572832821007
3.0,1.0,15.429527298983334,3.0,2.0,3.0,100.0,60.0,53.0,64.5,4.5,5.015743233333334,-0.3437396209619014
4.0,0.0,0.1064318359333333,4.0,3.0,3.0,100.0,60.0,53.0,64.5,4.5,3.0454995333333335,-0.5891413072105507
15.0,1.0,4.438773124183333,5.0,2.0,3.0,100.0,60.0,53.0,64.5,4.5,29.4215637,2.696102352293384
6.0,0.0,24.89850701903333,5.0,4.0,3.0,100.0,60.0,53.0,64.5,4.5,10.7104303,0.3655562944714909
17.0,0.0,0.3156026407833333,6.0,1.0,3.0,100.0,60.0,53.0,64.5,4.5,7.605264733333333,-0.021204422561251123
18.0,1.0,14.566723624683334,7.0,2.0,3.0,100.0,60.0,53.0,64.5,4.5,5.731763333333333,-0.25455647071103327
19.0,0.0,0.0950480183833333,7.0,1.0,3.0,100.0,60.0,53.0,64.5,4.5,3.513103516666667,-0.5308993719582845
7.0,1.0,7.399134680166667,8.0,3.0,3.0,100.0,60.0,53.0,64.5,4.5,19.6277718,1.4762466324002756
8.0,0.0,1.4984454101666669,8.0,1.0,3.0,100.0,60.0,53.0,64.5,4.5,4.448137116666667,-0.4144372195153431
9.0,1.0,4.304597054033334,9.0,1.0,3.0,100.0,60.0,53.0,64.5,4.5,16.01415625,1.0261564484172787
20.0,0.0,0.1496693766333333,9.0,1.0,3.0,100.0,60.0,53.0,64.5,4.5,0.3079357333333333,-0.9301157626716999
11.0,1.0,3.31137496745,10.0,1.0,3.0,100.0,60.0,53.0,64.5,4.5,4.866920449999999,-0.36227609032465974
0.0,0.0,0.7853671875,1.0,2.0,4.0,100.0,51.0,76.0,76.0,5.0,3.7856703666666665,-0.4969500871030747
14.0,0.0,0.4848403239,3.0,3.0,4.0,100.0,51.0,76.0,76.0,5.0,2.3299375333333336,-0.6782673992850773
5.0,1.0,8.4400192098,4.0,1.0,4.0,100.0,51.0,76.0,76.0,5.0,1.947660883333333,-0.7258814759211222
15.0,1.0,14.49233556315,5.0,1.0,4.0,100.0,51.0,76.0,76.0,5.0,5.781161266666667,-0.24840376171508594
6.0,0.0,2.1559242553666667,5.0,1.0,4.0,100.0,51.0,76.0,76.0,5.0,7.901367983333333,0.015676414491396375
16.0,1.0,9.573284419766669,6.0,1.0,4.0,100.0,51.0,76.0,76.0,5.0,2.766474233333333,-0.6238950176911554
17.0,0.0,0.2882881673166667,6.0,1.0,4.0,100.0,51.0,76.0,76.0,5.0,2.968600883333333,-0.5987193398063381
18.0,1.0,8.369449898266668,7.0,1.0,4.0,100.0,51.0,76.0,76.0,5.0,1.0488787833333333,-0.837828359908165
19.0,0.0,0.8848116780666667,7.0,4.0,4.0,100.0,51.0,76.0,76.0,5.0,3.8552225333333334,-0.4882870882150452
7.0,1.0,8.191303389483334,8.0,1.0,4.0,100.0,51.0,76.0,76.0,5.0,7.523359783333333,-0.031406009726387664
8.0,0.0,0.1108636800166666,8.0,1.0,4.0,100.0,51.0,76.0,76.0,5.0,2.13911545,-0.7020350484461838
9.0,1.0,15.649064477533331,9.0,1.0,4.0,100.0,51.0,76.0,76.0,5.0,0.7598464,-0.8738284924047014
20.0,0.0,0.6235547648166667,9.0,1.0,4.0,100.0,51.0,76.0,76.0,5.0,3.177619316666666,-0.5726852629065866
11.0,1.0,4.18830691325,10.0,1.0,4.0,100.0,51.0,76.0,76.0,5.0,1.431800883333333,-0.790133889908401
10.0,0.0,0.40028317465,10.0,1.0,4.0,100.0,51.0,76.0,76.0,5.0,1.3938758,-0.7948576098223998
12.0,1.0,13.242065836583333,11.0,2.0,4.0,100.0,51.0,76.0,76.0,5.0,2.3885147833333336,-0.6709713699026162
13.0,0.0,0.9206822062166666,11.0,5.0,4.0,100.0,51.0,76.0,76.0,5.0,9.78180285,0.24989205348100668
0.0,0.0,1.56655533855,1.0,1.0,5.0,85.0,54.0,51.0,60.2,4.25,4.333257366666667,-0.42874594912367686
21.0,1.0,12.736287434883334,1.0,1.0,5.0,85.0,54.0,51.0,60.2,4.25,0.8932044333333333,-0.8572182191401282
1.0,1.0,12.059612207033332,2.0,2.0,5.0,85.0,54.0,51.0,60.2,4.25,6.53546195,-0.15445261261180077
2.0,0.0,0.28843997395,2.0,3.0,5.0,85.0,54.0,51.0,60.2,4.25,11.886235466666667,0.5120075028168718
14.0,0.0,4.815757165533333,3.0,5.0,5.0,85.0,54.0,51.0,60.2,4.25,25.9865457,2.268257203241791
3.0,1.0,14.2018367635,3.0,2.0,5.0,85.0,54.0,51.0,60.2,4.25,2.3789205499999997,-0.6721663698096142
5.0,1.0,14.56607004395,4.0,3.0,5.0,85.0,54.0,51.0,60.2,4.25,4.51995795,-0.4054916491740786
4.0,0.0,1.6976722778333333,4.0,1.0,5.0,85.0,54.0,51.0,60.2,4.25,3.5797863833333334,-0.5225937557931909
15.0,1.0,15.869649934883334,5.0,4.0,5.0,85.0,54.0,51.0,60.2,4.25,21.35684775,1.691609916537149
6.0,0.0,0.4167678100499999,5.0,2.0,5.0,85.0,54.0,51.0,60.2,4.25,24.141285233333335,2.0384226756206805
16.0,1.0,6.946650638833333,6.0,2.0,5.0,85.0,54.0,51.0,60.2,4.25,8.844661783333333,0.13316740768573884
17.0,0.0,1.9283510986333332,6.0,6.0,5.0,85.0,54.0,51.0,60.2,4.25,13.389234083333331,0.6992119562351908
18.0,1.0,18.08029357095,7.0,9.0,5.0,85.0,54.0,51.0,60.2,4.25,20.989310933333336,1.6458317447462887
19.0,0.0,0.225419104,7.0,1.0,5.0,85.0,54.0,51.0,60.2,4.25,9.295051933333331,0.1892652915565421
8.0,0.0,0.1565985514333333,8.0,8.0,5.0,85.0,54.0,51.0,60.2,4.25,16.225972666666667,1.0525390252655877
9.0,1.0,7.329702408849999,9.0,1.0,5.0,85.0,54.0,51.0,60.2,4.25,3.6169053,-0.5179704471427315
20.0,0.0,0.08335829265,9.0,1.0,5.0,85.0,54.0,51.0,60.2,4.25,7.940346716666666,0.020531370702060337
11.0,1.0,4.615585616033333,10.0,1.0,5.0,85.0,54.0,51.0,60.2,4.25,5.5366482,-0.2788588363182066
10.0,0.0,0.0833428100666666,10.0,5.0,5.0,85.0,54.0,51.0,60.2,4.25,7.4294692,-0.04310045517639438
13.0,0.0,0.2627226114833333,11.0,1.0,5.0,85.0,54.0,51.0,60.2,4.25,7.108150183333334,-0.08312201622174005
21.0,1.0,12.080650126133332,1.0,2.0,6.0,50.0,69.0,82.0,82.0,5.25,1.1756380666666668,-0.8220399871917998
1.0,1.0,7.224397159833333,2.0,5.0,6.0,50.0,69.0,82.0,82.0,5.25,14.713986616666666,0.8642151512928227
2.0,0.0,1.5999791137666668,2.0,3.0,6.0,50.0,69.0,82.0,82.0,5.25,10.95984095,0.39662138255088514
14.0,0.0,0.6643892903666667,3.0,1.0,6.0,50.0,69.0,82.0,82.0,5.25,1.1461390166666667,-0.8257142111534007
3.0,1.0,9.731417264816669,3.0,3.0,6.0,50.0,69.0,82.0,82.0,5.25,2.6449639,-0.6390296128159287
4.0,0.0,1.8131285603833336,4.0,1.0,6.0,50.0,69.0,82.0,82.0,5.25,1.18199325,-0.8212484238403123
15.0,1.0,27.966091056316667,5.0,1.0,6.0,50.0,69.0,82.0,82.0,5.25,5.573054366666667,-0.2743243035140417
6.0,0.0,13.829280074066666,5.0,3.0,6.0,50.0,69.0,82.0,82.0,5.25,7.58497845,-0.0237311598058456
19.0,0.0,5.075831188966666,7.0,3.0,6.0,50.0,69.0,82.0,82.0,5.25,8.187466766666667,0.051311155444349124
8.0,0.0,0.6723840494833334,8.0,3.0,6.0,50.0,69.0,82.0,82.0,5.25,9.379693416666669,0.19980772482842005
9.0,1.0,4.9371391805,9.0,1.0,6.0,50.0,69.0,82.0,82.0,5.25,7.480198266666666,-0.03678194823138038
20.0,0.0,9.402983540849998,9.0,1.0,6.0,50.0,69.0,82.0,82.0,5.25,6.511223650000001,-0.1574715892448947
10.0,0.0,6.002357112633334,10.0,4.0,6.0,50.0,69.0,82.0,82.0,5.25,13.282691066666668,0.6859415999092109
13.0,0.0,0.8945169270833334,11.0,4.0,6.0,50.0,69.0,82.0,82.0,5.25,12.7779184,0.6230701573702866
0.0,0.0,3.8577193562666663,1.0,2.0,7.0,100.0,28.0,41.0,47.1,3.75,3.0762548,-0.5853106164685745
21.0,1.0,12.086587674966667,1.0,1.0,7.0,100.0,28.0,41.0,47.1,3.75,0.4203903499999999,-0.916109093062024
1.0,1.0,18.21772689615,2.0,4.0,7.0,100.0,28.0,41.0,47.1,3.75,12.265280733333332,0.5592190978112213
2.0,0.0,0.14678268635,2.0,2.0,7.0,100.0,28.0,41.0,47.1,3.75,5.701664516666667,-0.25830539799555596
3.0,1.0,8.923693082666666,3.0,5.0,7.0,100.0,28.0,41.0,47.1,3.75,5.0721897,-0.3367089891153039
17.0,0.0,3.92425737305,6.0,6.0,7.0,100.0,28.0,41.0,47.1,3.75,29.90962485,2.75689230898882
19.0,0.0,0.2095181477833333,7.0,5.0,7.0,100.0,28.0,41.0,47.1,3.75,9.686728316666668,0.23805014235128044
18.0,1.0,26.010271378583333,7.0,2.0,7.0,100.0,28.0,41.0,47.1,3.75,1.7693746333333331,-0.7480877371998402
8.0,0.0,0.2986198038833333,8.0,5.0,7.0,100.0,28.0,41.0,47.1,3.75,10.568778066666663,0.3479129456203371
7.0,1.0,11.755202298983331,8.0,25.0,7.0,100.0,28.0,41.0,47.1,3.75,52.69701011666667,5.595151743411895
20.0,0.0,0.0640554891,9.0,1.0,7.0,100.0,28.0,41.0,47.1,3.75,4.3358204,-0.42842671313174785
9.0,1.0,8.788460656733333,9.0,2.0,7.0,100.0,28.0,41.0,47.1,3.75,3.8826855666666664,-0.48486645822419544
11.0,1.0,3.794795869966667,10.0,1.0,7.0,100.0,28.0,41.0,47.1,3.75,1.0510814,-0.8375540152450356
10.0,0.0,5.005811938483333,10.0,2.0,7.0,100.0,28.0,41.0,47.1,3.75,2.95440735,-0.60048720081451
13.0,0.0,0.1239480468833333,11.0,13.0,7.0,100.0,28.0,41.0,47.1,3.75,22.624437049999997,1.8494932036100853
12.0,1.0,26.98926385905,11.0,6.0,7.0,100.0,28.0,41.0,47.1,3.75,11.500247366666668,0.4639311503271204
0.0,0.0,2.127150508616667,1.0,1.0,8.0,100.0,73.0,53.0,68.4,4.75,4.056771716666667,-0.46318333609948803
21.0,1.0,13.67902504475,1.0,1.0,8.0,100.0,73.0,53.0,68.4,4.75,0.8155854833333334,-0.8668859679647277
2.0,0.0,0.1667012898666666,2.0,4.0,8.0,100.0,73.0,53.0,68.4,4.75,26.79307435,2.368713553244507
14.0,0.0,0.0833477376333333,3.0,5.0,8.0,100.0,73.0,53.0,68.4,4.75,6.889305233333333,-0.11038002484118209
5.0,1.0,33.534465124516665,4.0,1.0,8.0,100.0,73.0,53.0,68.4,4.75,6.2320076166666665,-0.1922490563204952
4.0,0.0,2.500612683116666,4.0,1.0,8.0,100.0,73.0,53.0,68.4,4.75,1.1246481166666666,-0.8283909881932162
15.0,1.0,26.353499877933334,5.0,3.0,8.0,100.0,73.0,53.0,68.4,4.75,4.037815216666667,-0.4655444435428832
6.0,0.0,0.2095256469666666,5.0,2.0,8.0,100.0,73.0,53.0,68.4,4.75,2.48447205,-0.6590195108265987
16.0,1.0,10.973251062,6.0,1.0,8.0,100.0,73.0,53.0,68.4,4.75,4.517024233333333,-0.4058570552489595
17.0,0.0,0.1034707682333333,6.0,11.0,8.0,100.0,73.0,53.0,68.4,4.75,25.409714216666664,2.196410548591247
18.0,1.0,12.518598795583332,7.0,1.0,8.0,100.0,73.0,53.0,68.4,4.75,1.7966358,-0.7446922505049175
19.0,0.0,0.1148549642,7.0,4.0,8.0,100.0,73.0,53.0,68.4,4.75,5.790298133333334,-0.2472657286448475
8.0,0.0,0.9054042765333332,8.0,1.0,8.0,100.0,73.0,53.0,68.4,4.75,0.1667328333333333,-0.9477031452697
7.0,1.0,21.361019108066667,8.0,2.0,8.0,100.0,73.0,53.0,68.4,4.75,3.39409915,-0.5457218389713513
9.0,1.0,27.55977806803333,9.0,4.0,8.0,100.0,73.0,53.0,68.4,4.75,7.04734525,-0.09069551242032538
20.0,0.0,4.861174918616666,9.0,1.0,8.0,100.0,73.0,53.0,68.4,4.75,5.89426555,-0.23431617353909287
11.0,1.0,10.16661636555,10.0,2.0,8.0,100.0,73.0,53.0,68.4,4.75,3.5567486333333336,-0.5254631991505657
10.0,0.0,0.1102116617833333,10.0,7.0,8.0,100.0,73.0,53.0,68.4,4.75,11.594625483333337,0.4756863199921583
13.0,0.0,0.08334759115,11.0,1.0,8.0,100.0,73.0,53.0,68.4,4.75,3.792225,-0.4961336814611017
12.0,1.0,11.878029927566669,11.0,1.0,8.0,100.0,73.0,53.0,68.4,4.75,0.4380922333333333,-0.9139042531126427
0.0,1.0,21.08109509685,1.0,2.0,9.0,50.0,55.0,67.0,67.0,4.5,5.778517016666667,-0.2487331135657545
21.0,0.0,2.52282805175,1.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,7.0210188833333325,-0.09397456605861414
1.0,0.0,1.040050585933333,2.0,7.0,9.0,50.0,55.0,67.0,67.0,4.5,18.544248116666665,1.3412894497023442
2.0,1.0,12.260975109866669,2.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,4.331364383333334,-0.4289817277240808
14.0,1.0,15.83459885255,3.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,3.50139045,-0.5323582809811342
3.0,0.0,3.017071785483333,3.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,1.6008854666666668,-0.7690737327975572
5.0,0.0,1.0658123209666668,4.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,4.377725933333334,-0.42320721234453607
15.0,0.0,2.874696903483333,5.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,13.757939783333336,0.7451357170925353
6.0,1.0,37.4736219157,5.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,7.087337583333333,-0.08571430829972952
17.0,1.0,19.5544170817,6.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,4.601928966666667,-0.3952818331429368
18.0,0.0,32.370964550783334,7.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,3.0207830833333333,-0.5922198393272022
19.0,1.0,35.58128734536667,7.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,2.0343736166666666,-0.7150810602267441
8.0,1.0,7.796642574066667,8.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,1.01134365,-0.842503509999277
9.0,0.0,5.70481513265,9.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,1.0642619333333334,-0.8359123274144101
20.0,1.0,11.008626493316664,9.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,3.191095033333333,-0.5710068088181868
11.0,0.0,3.4836705769833336,10.0,2.0,9.0,50.0,55.0,67.0,67.0,4.5,6.63635285,-0.1418862498886799
10.0,1.0,43.36808268228333,10.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,1.8857128666666665,-0.7335973476936138
12.0,0.0,10.714707840983332,11.0,1.0,9.0,50.0,55.0,67.0,67.0,4.5,1.785755566666667,-0.7460474268248716
0.0,0.0,0.4409661458333333,1.0,3.0,10.0,100.0,98.0,89.0,93.0,6.0,3.7796747,-0.49769687122434086
21.0,1.0,13.826695117183334,1.0,2.0,10.0,100.0,98.0,89.0,93.0,6.0,0.8155681,-0.8668881331280082
1.0,1.0,10.081288277183337,2.0,1.0,10.0,100.0,98.0,89.0,93.0,6.0,3.4232318000000004,-0.5420932515865055
2.0,0.0,0.1041757609,2.0,1.0,10.0,100.0,98.0,89.0,93.0,6.0,0.4755588666666667,-0.9092376349688771
14.0,0.0,0.1667000529,3.0,3.0,10.0,100.0,98.0,89.0,93.0,6.0,9.132218616666668,0.16898375456319478
3.0,1.0,17.4697577352,3.0,1.0,10.0,100.0,98.0,89.0,93.0,6.0,2.8596739,-0.6122866286589701
5.0,1.0,11.9910456421,4.0,1.0,10.0,100.0,98.0,89.0,93.0,6.0,3.0666133333333336,-0.586511499475032
4.0,0.0,0.5287576009166667,4.0,1.0,10.0,100.0,98.0,89.0,93.0,6.0,0.17210135,-0.9470344751743945
15.0,1.0,11.582614229333332,5.0,2.0,10.0,100.0,98.0,89.0,93.0,6.0,9.529116383333331,0.21841894941158949
16.0,1.0,14.684770414233332,6.0,7.0,10.0,100.0,98.0,89.0,93.0,6.0,11.341995416666666,0.44422024076697947
17.0,0.0,45.42210453288333,6.0,1.0,10.0,100.0,98.0,89.0,93.0,6.0,5.434329783333333,-0.2916030019177677
18.0,1.0,7.683736079916667,7.0,2.0,10.0,100.0,98.0,89.0,93.0,6.0,1.657726383333333,-0.7619939706351816
7.0,1.0,14.549045186350002,8.0,2.0,10.0,100.0,98.0,89.0,93.0,6.0,9.7650997,0.24781160973911626
8.0,0.0,0.6087801635833333,8.0,1.0,10.0,100.0,98.0,89.0,93.0,6.0,1.52720995,-0.7782503113219501
9.0,1.0,6.527865865066667,9.0,1.0,10.0,100.0,98.0,89.0,93.0,6.0,0.6891851833333333,-0.8826296278796586
20.0,0.0,0.3075187255833333,9.0,1.0,10.0,100.0,98.0,89.0,93.0,6.0,1.9203589166666668,-0.72928204441826
12.0,1.0,10.13892792155,11.0,1.0,10.0,100.0,98.0,89.0,93.0,6.0,10.4953498,0.338767163066476
13.0,0.0,0.0587638549833333,11.0,3.0,10.0,100.0,98.0,89.0,93.0,6.0,9.835363966666668,0.25656330351335593
0.0,0.0,3.4828952026333337,1.0,1.0,11.0,100.0,89.0,43.0,68.2,4.75,7.281454933333333,-0.06153622057376993
1.0,1.0,17.988580729166664,2.0,1.0,11.0,100.0,89.0,43.0,68.2,4.75,6.387109066666667,-0.17293055406130228
15.0,1.0,46.04433418375,5.0,1.0,11.0,100.0,89.0,43.0,68.2,4.75,3.4763572999999997,-0.5354762593419409
17.0,0.0,5.324555936683334,6.0,2.0,11.0,100.0,89.0,43.0,68.2,4.75,17.029594333333332,1.1526332989363774
18.0,1.0,18.85722299398333,7.0,1.0,11.0,100.0,89.0,43.0,68.2,4.75,6.60754865,-0.14547392752015426
19.0,0.0,4.735580729166667,7.0,1.0,11.0,100.0,89.0,43.0,68.2,4.75,2.9017669833333333,-0.6070437677735857
7.0,1.0,25.07738817546667,8.0,1.0,11.0,100.0,89.0,43.0,68.2,4.75,26.322919416666664,2.31015388702752
9.0,1.0,17.309813114433332,9.0,1.0,11.0,100.0,89.0,43.0,68.2,4.75,4.461551099999999,-0.4127664545590531
20.0,0.0,23.815207800283336,9.0,1.0,11.0,100.0,89.0,43.0,68.2,4.75,12.6086808,0.6019909414252365
10.0,0.0,0.5534995686833334,10.0,2.0,11.0,100.0,89.0,43.0,68.2,4.75,19.867083933333333,1.506053910078545
11.0,1.0,18.8512494344,10.0,1.0,11.0,100.0,89.0,43.0,68.2,4.75,6.467354416666667,-0.16293567667450332
12.0,1.0,32.36125825196667,11.0,2.0,11.0,100.0,89.0,43.0,68.2,4.75,8.607721199999999,0.10365551598892042
13.0,0.0,6.5507902832000005,11.0,2.0,11.0,100.0,89.0,43.0,68.2,4.75,24.425086733333337,2.073771280800789
0.0,1.0,6.101295149733334,1.0,3.0,12.0,100.0,49.0,63.0,65.3,4.5,4.284765083333334,-0.43478585581138623
21.0,0.0,1.24872584635,1.0,1.0,12.0,100.0,49.0,63.0,65.3,4.5,1.2551433833333334,-0.8121372838989368
2.0,1.0,7.3271642822333325,2.0,19.0,12.0,100.0,49.0,63.0,65.3,4.5,24.082275483333333,2.0310727766436596
1.0,0.0,0.6543451049833333,2.0,7.0,12.0,100.0,49.0,63.0,65.3,4.5,5.688188066666667,-0.25998394342353803
3.0,0.0,0.7092715209833333,3.0,3.0,12.0,100.0,49.0,63.0,65.3,4.5,2.34051915,-0.6769494168582146
14.0,1.0,4.7349443359166665,3.0,1.0,12.0,100.0,49.0,63.0,65.3,4.5,0.6039741666666667,-0.8932429987925878
4.0,1.0,5.447734212249999,4.0,1.0,12.0,100.0,49.0,63.0,65.3,4.5,0.4524535166666666,-0.9121154981750201
15.0,0.0,0.8170574625666667,5.0,4.0,12.0,100.0,49.0,63.0,65.3,4.5,7.205506766666667,-0.07099586669140169
19.0,1.0,7.2113822998,7.0,1.0,12.0,100.0,49.0,63.0,65.3,4.5,1.0176488666666663,-0.8417181701947833
8.0,1.0,3.33301022135,8.0,1.0,12.0,100.0,49.0,63.0,65.3,4.5,0.6106342333333333,-0.8924134610097599
